global_cluster1_ccf1_nao,global_cluster1_ccf1_pdo,global_cluster1_ccf1_iod,global_cluster1_ccf1_npo,global_cluster1_ccf2_nao,global_cluster1_ccf3_oni,global_cluster1_ccf3_nao,global_cluster1_ccf3_npgo,global_cluster2_ccf1_oni,global_cluster2_ccf1_nao,global_cluster2_ccf1_pdo,global_cluster2_ccf1_npo,global_cluster2_ccf2_oni,global_cluster2_ccf2_nao,global_cluster2_ccf2_pdo,global_cluster2_ccf2_npgo,global_cluster2_ccf2_npo,global_cluster2_ccf3_nao,global_cluster3_ccf1_oni,global_cluster3_ccf1_pdo,global_cluster3_ccf1_iod,global_cluster3_ccf1_npgo,global_cluster3_ccf1_npo,global_cluster3_ccf2_npo,global_cluster3_ccf3_oni,global_cluster3_ccf3_npgo,global_cluster4_ccf1_oni,global_cluster4_ccf1_nao,global_cluster4_ccf1_npgo,global_cluster4_ccf1_npo,global_cluster4_ccf2_nao,global_cluster4_ccf3_oni,global_cluster4_ccf3_nao,global_cluster4_ccf3_pdo,global_cluster5_ccf1_oni,global_cluster5_ccf1_pdo,global_cluster5_ccf1_iod,global_cluster5_ccf1_npgo,global_cluster5_ccf3_npgo,global_cluster5_ccf3_npo
0.0344836867329643,0.189080338316897,-0.0042681870145058,-0.260579776216521,-0.193217449130585,-0.0954189604446332,0.110712537497885,0.11268526390842,-0.183045208015293,-0.0211167935935418,0.0267513230510758,-0.172818823990223,-0.0633107725724997,0.166826859348826,-0.13094094003068,-0.11534137569761,0.129163279848877,0.0582909957349154,0.0854984079595206,0.0636582038640396,0.161084599673629,-0.316418609080384,-0.0363088105091224,0.0515641933119331,-0.0300665116849104,0.0535319874759649,0.0254250459528523,0.00418863172180115,-0.022451339242194,-0.0134041109841394,0.0127508578846221,-0.12871839376681,-0.0615334248154642,-0.124522369338129,0.129038567246047,-0.0914800746012454,0.348043361137036,-0.00501626984350475,0.101461652095936,-0.179959369862422
-0.102499305112644,0.135583518723836,-0.0322067183196093,-0.0221021853057994,-0.0431869849415891,-0.282257400527876,-0.174904751657888,0.261302583652635,0.0732810133360236,-0.0841988087528961,-0.0373820314562358,-0.08077100752402,-0.137669189250819,-0.0236473949242193,-0.0849282254871749,0.00309940904895544,-0.0732157097767373,-0.0471827754196719,0.0613913522903313,-0.0330728339211493,0.102780680832812,-0.245167819446807,0.0228487503962688,0.0547638045182904,-0.0183580024786895,-0.00054639253534983,0.0807969525094282,-0.113559994438517,-0.0124298311269747,-0.0550790218969609,-0.0400330787761374,-0.0443888868980578,0.0404160738847994,-0.140540568776042,-0.0990448709599025,-0.0945371684813284,0.2224377273733,-0.10974116460987,0.0429212928562205,-0.0762244016125797
0.263130738368552,-0.0753944459419769,-0.0199193330401306,0.231439827042154,0.121491959591853,0.0760981681714971,0.0395335022450333,0.0795953923054741,0.15133588133167,-0.0133782547866046,-0.161427705624628,0.106939846613105,0.167642579733439,-0.00693439703787558,-0.00581219684185518,0.141469839629814,0.0539282179762021,0.258368308563362,0.147461918383681,-0.00725185816242778,0.15774842746864,-0.202391571767226,0.0756000309682596,-0.0205509067839205,-0.188561540597314,-0.0289290656139791,0.133469877571245,0.0860927168815003,0.13462452946484,0.169795986911693,0.1201040989549,-0.2513527385191,-0.113777966065277,-0.329310666578614,-0.205131563064503,-0.141480725308382,0.037648706597649,-0.10076603033343,0.0777150704759567,-0.0437360817337098
-0.0410718832821636,0.0475438406754037,-0.138163054054172,-0.131193374420223,-0.0905997324005261,0.0964051937793296,-0.268275705688171,0.00891544428898104,-0.223639896707791,0.0119304675949453,-0.199925359272073,0.216962728008853,0.114061416389444,-0.265207743963704,-0.0205731437329795,0.181267822637667,-0.232731229611783,0.142468398693433,-0.0932828572581276,0.0766915745697502,-0.0357324113134016,-0.124666102081487,0.114734649423918,0.26272292515926,-0.132994565209227,-0.0271577615565174,-0.185467425145656,-0.0158442520732848,0.238982728494803,0.0402002537000698,-0.0857255180500681,-0.0115824738339763,0.0458945952118529,-0.201359067804015,0.0760890522755292,0.00440580861097767,0.0349906759730304,-0.0758854405490656,0.155719345385455,-0.242209004143082
0.201566814178622,0.30653271081534,0.0240932409681319,-0.175328000260393,0.0450439618608642,-0.102168317161649,0.0724038078604774,-0.0922289382715254,-0.421077962342676,0.199628235869822,-0.120247898844104,0.0258969512097356,0.0193518829741041,0.136640369709924,-0.215955070512852,0.15977810950848,0.20077486942662,0.0463495374299293,-0.0205866372678474,0.176691576568954,-0.0992191534061273,-0.0165643936055452,-0.183632789321634,0.130086798173671,0.0645985574586058,-0.246454840440963,-0.251889877498593,0.0931035430764442,0.430365459781791,0.00209531432083342,-0.242874164164674,-0.0323110088866163,-0.23724434741447,-0.00678684821019171,0.253562641169405,0.235411803335713,0.0498607355770447,-0.1460951123228,0.159534472926538,-0.072071413040243
-0.223726730338648,0.255370943270432,-0.278325681655044,-0.238135614821619,0.26035995567067,-0.245747333006499,-0.119156080624716,0.00950152132935603,0.291796999101049,-0.358385484462586,0.20959767126814,-0.232707678671396,-0.3608089431555,-0.362631307935951,-0.319772016981165,0.237128467347289,0.172879676270667,-0.146891027399334,0.470000847575386,0.400147749824835,0.0920003851084258,-0.0759315394932057,-0.450441490684607,-0.0768548411172349,0.311750759126566,-0.290142108073078,-0.0190920524803381,-0.482244178569599,0.380478895828516,-0.324346785337407,0.0408425799033713,0.137099580886723,-0.0912952397789845,-0.0895539002476647,0.269079817513869,0.317626107925497,-0.0506903559333002,-0.0942871023514795,0.287332121837384,-0.202866299018954
-0.00318087719211738,0.144456877981401,-0.0576708801470521,-0.124458335969237,0.113775293889912,0.000433744635332103,0.131205609793559,0.0229512882420068,0.601350010325724,0.0162270954283171,0.323144888200776,0.00164891474457168,-0.272849778250067,-0.0245231376346699,-0.1079760182713,0.142015576471386,0.0192481082292724,0.0349929482964671,0.328338996621862,0.272246935137327,-0.0179860545203646,-0.105574011631979,0.0102573331479602,0.160780103019731,0.0475267083879877,0.0239643842933754,0.128207388115853,-0.107241313216841,0.0262262973516523,-0.0415743790977706,-0.0719069145087001,-0.134313319917182,0.0315406302819592,-0.110483591695681,0.0230376669290518,0.0721966339886181,-0.204914972032772,0.0740450089492655,0.248731757341198,-0.0449743351582682
0.0366194389913451,-0.0941279528984944,0.0381262151042562,-0.0130905031315302,0.00426691252253356,0.0616253306637636,0.00409571439459163,0.0860514353453719,-0.224036384625284,0.0117772453453318,0.0293314985024173,0.0153571827247323,0.016543075270971,-0.0715345752033111,-0.0592545806900717,0.0763989488897646,-0.0133664912555883,-0.0484673268768553,-0.120059163344979,0.105756683764448,-0.27166482933314,0.110389167353496,-0.112987612444857,0.0303661515161279,-0.029959019625625,0.07076423458902,-0.160890564194607,-0.218182972226406,0.0504150472625954,0.0196272405397242,0.0405225213016327,-0.0207383222042086,-0.185327963853073,-0.0159866973425533,0.0973574883347444,-0.112269358683504,-0.0521747576686195,0.176428826840717,0.229759487314063,-0.124717877578248
0.00485457245803106,0.0128611221848925,-0.0379990672936452,-0.104305468527215,0.0200759883931911,0.0363424323231161,-0.0529799132498753,-0.060497359563818,-0.154843488243765,-0.126177803187769,-0.0551006732407414,-0.0427699510121399,0.0370210879991226,0.0631466560149889,0.0322824764169969,-0.12321566726329,-0.0648280583497117,-0.00031115610608779,-0.187751311198117,0.0488012328953993,-0.286823952537795,0.20019874027409,-0.0517015719062993,-0.101312341215923,-0.0244493715099299,-0.0461894496348461,-0.170595771708348,-0.250339765201332,0.0570218831562305,-0.0820509891917933,0.0225754880257143,0.148720884645588,0.0846267010380505,0.108421675292585,-0.0763842129513453,-0.11276588377497,-0.0912395487301297,0.126285068749704,0.0814839272826851,-0.0026986047989775
0.150270377446423,-0.0902480294280319,-0.0467673793464978,0.225064447508687,-0.105790659449023,0.0269789438553154,-0.111181733500094,0.0513130670047999,0.0852106231042906,0.11224425342944,-0.127054603405664,0.117935340917827,0.0602498954356697,0.0334123735829831,-0.0154371133014889,-0.0755346521952396,0.0952940072041448,0.0239123039579148,-0.0365295832839365,-0.0211956263004394,0.0987618792690635,0.199113424701502,0.0150542764992303,-0.0062088277596936,0.11008486824295,-0.086442228323635,0.0672732073920181,0.166309455398648,-0.0179032081388419,0.145311152149257,-0.192935564387487,0.0769922425757327,-0.0639805096415103,0.243461355547658,-0.136238583037974,-0.0492643667291613,-0.193008858292468,0.143440879931165,-0.0920479274224613,-0.00215723651162256
