global_cluster2_ccf3_oni,global_cluster3_ccf1_oni,global_cluster3_ccf2_oni,global_cluster6_ccf1_oni,global_cluster6_ccf1_pdo,global_cluster7_ccf1_nao,global_cluster8_ccf1_npgo,global_cluster12_ccf2_npo
-0.078043417783591,-0.130658220394613,0.0910651218817408,-0.0431475256157055,0.0909538679915506,-0.0201120428977029,-0.0590360643525184,0.124162225589974
-0.136282351794125,0.0829550277852022,-0.0105904432487372,0.12426673792932,0.150649945569409,-0.0487963974494538,-0.0474773898899533,-0.0379848140428504
0.187243264750324,0.047245838594729,0.0392717995149908,-0.0504565961499362,0.069351709854365,-0.0414303590371948,0.0634106523047818,-0.00596221028901796
-0.131789790976598,-0.205692763143948,-0.127816485408525,0.0460278386494364,-0.0669927398760493,-0.080598332587406,0.135901238201168,-0.00626737892974132
-0.13611489845005,-0.282616261281372,0.140665563482534,-0.0859963426580188,-0.208063520140932,0.121126904451678,0.441205181217409,-0.0569802545947408
0.435954390494622,0.443487819710585,0.465587874390989,-0.45585244491431,-0.419447920373509,-0.513681553936589,0.366737587490435,-0.0454353615535877
0.096228830980135,0.598566486400009,-0.163139469854727,-0.151610583421794,-0.230427965577994,-0.0677256137541068,0.000681948735254538,-0.466697830231227
-0.00761355350007885,-0.287729413840715,-0.166840772790739,0.035041880511127,-0.0490298742429672,-0.0326606233273661,0.0363108584393586,-0.0186434827246406
0.112153853616448,-0.128354206681,-0.0954768417523045,0.0385428055118982,-0.0346991401711798,-0.102084898321877,-0.0449491733038989,-0.138478966445894
0.135835534484055,0.108090726479137,0.147149724122428,0.11215842493018,0.00675803951620475,0.0449317725797417,-0.0374046506226869,-0.101953690336023
-0.117117117228934,0.00702811411735802,-0.0283951344430104,-0.00328562000301666,0.0920473552442548,-0.0122636416969497,-0.10168699606903,0.156129524963128
