global_cluster1_ccf1_nao,global_cluster1_ccf1_pdo,global_cluster1_ccf1_iod,global_cluster1_ccf1_npo,global_cluster1_ccf2_oni,global_cluster1_ccf2_pdo,global_cluster1_ccf2_npgo,global_cluster1_ccf2_npo,global_cluster1_ccf3_nao,global_cluster2_ccf1_oni,global_cluster2_ccf1_pdo,global_cluster2_ccf2_oni,global_cluster2_ccf2_iod,global_cluster2_ccf2_npgo,global_cluster2_ccf3_nao,global_cluster2_ccf3_npo,global_cluster3_ccf1_oni,global_cluster3_ccf1_nao,global_cluster3_ccf1_pdo,global_cluster3_ccf1_npo,global_cluster3_ccf2_oni,global_cluster3_ccf2_nao,global_cluster3_ccf2_pdo,global_cluster3_ccf2_npgo,global_cluster3_ccf3_nao,global_cluster3_ccf3_iod,global_cluster3_ccf3_npo,global_cluster4_ccf1_oni,global_cluster4_ccf1_pdo,global_cluster4_ccf1_iod,global_cluster4_ccf1_npgo,global_cluster4_ccf1_npo,global_cluster4_ccf2_npo,global_cluster4_ccf3_oni,global_cluster4_ccf3_npgo,global_cluster5_ccf1_oni,global_cluster5_ccf1_nao,global_cluster5_ccf1_npgo,global_cluster5_ccf1_npo,global_cluster5_ccf2_nao,global_cluster5_ccf3_oni,global_cluster5_ccf3_nao,global_cluster5_ccf3_pdo,global_cluster6_ccf1_oni,global_cluster6_ccf1_nao,global_cluster6_ccf1_pdo,global_cluster6_ccf1_iod,global_cluster6_ccf1_npgo,global_cluster6_ccf1_npo,global_cluster6_ccf2_oni,global_cluster6_ccf2_pdo,global_cluster6_ccf2_npo,global_cluster6_ccf3_oni,global_cluster6_ccf3_nao,global_cluster6_ccf3_pdo,global_cluster6_ccf3_iod,global_cluster6_ccf3_npgo,global_cluster7_ccf1_oni,global_cluster7_ccf1_pdo,global_cluster7_ccf1_iod,global_cluster7_ccf1_npgo,global_cluster7_ccf3_npgo,global_cluster7_ccf3_npo,global_cluster8_ccf1_nao,global_cluster8_ccf1_npo,global_cluster8_ccf2_pdo,global_cluster8_ccf3_oni,global_cluster8_ccf3_nao,global_cluster8_ccf3_pdo,global_cluster8_ccf3_iod
-0.018067067192745,0.126554610269965,0.0892710126398208,-0.190157519866369,0.143966773224075,0.0855304566158156,-0.217611353692771,-0.124741572457254,0.0810511693637405,0.0572032747685007,-0.0158650462446057,-0.0773953026999209,0.0684696927492563,0.233664191843414,0.143668201899158,-0.0406529094735293,0.24592425180077,-0.0461325270348749,0.101022627291526,0.0617273925165415,-0.0073252871964995,-0.139532031983689,-0.0446186439378629,-0.0285874097436038,0.0920155435388062,0.260493663363292,-0.109621317555265,0.0854984079595206,0.0636582038640395,0.161084599673629,-0.316418609080384,-0.0363088105091224,0.0515641933119329,-0.0300665116849103,0.0535319874759647,0.0254250459528523,0.00418863172180117,-0.0224513392421939,-0.0134041109841395,0.012750857884622,-0.12871839376681,-0.0615334248154645,-0.124522369338129,-0.139211331194043,-0.0572672353683804,0.0741682290249598,-0.13954119919514,0.102708058107373,-0.163773189895477,-0.0533905737823558,-0.0290088415315999,-0.0258346251781575,0.125089436585945,-0.26256079432403,0.125022177414933,0.0905549676606877,-0.0162865839138676,0.129038567246047,-0.0914800746012454,0.348043361137036,-0.00501626984350476,0.101461652095937,-0.179959369862422,0.102896116500158,-0.26620219468642,0.0371518653319598,-0.0544863993009492,0.305437369704336,-0.0869176528383728,0.103512024806729
-0.123485108171516,0.144816941017371,0.0271290107280365,-0.0306085398894928,0.309996318008217,0.0883992774769182,-0.271656832593374,0.00713705831670128,-0.129711066147592,-0.19609396681209,0.0302110201847978,-0.0823657726688353,0.0250909537594464,0.0680245037749551,-0.0414721572506054,0.0280145417449609,-0.0315024146523839,0.170773310742509,-0.000360163807407939,0.152735778458904,-0.0289263619663422,0.247716911963816,-0.0981685922242058,-0.0978890835610087,0.031339585387456,-0.0629332199248387,-0.0433729725880622,0.0613913522903313,-0.0330728339211493,0.102780680832812,-0.245167819446807,0.0228487503962689,0.0547638045182902,-0.0183580024786893,-0.000546392535349752,0.0807969525094282,-0.113559994438517,-0.0124298311269747,-0.0550790218969609,-0.0400330787761374,-0.0443888868980576,0.0404160738847996,-0.140540568776042,0.0227171694004596,-0.0219787515821614,-0.0615664973491016,0.122212825614684,0.0542303906716683,-0.0509025551374822,0.147903771032349,0.100110346372956,0.0147314007926855,0.103132835211618,0.0998352644703659,0.0640633917735653,0.00350728093716119,-0.185687061244382,-0.0990448709599024,-0.0945371684813285,0.2224377273733,-0.10974116460987,0.0429212928562217,-0.0762244016125791,-0.0415443604818206,0.0152505212846338,-0.0137234881354272,-0.290138837535129,0.0109834368470269,-0.171710487934777,-0.139213494938433
0.289049107159647,-0.0512191275038685,0.00727925049030569,0.190799224166157,0.0913547325209311,0.00071247341029445,-0.00952285555341779,0.0506108460266886,-0.0736737659325934,-0.114869307772725,0.119826833097349,-0.0298907795811073,-0.0859120767659327,-0.121546426828911,0.0206213656715606,0.0429993914547986,-0.247381607649939,-0.0137966221717526,-0.0199536129657591,-0.023051515323545,-0.00631087629754715,-0.051774996590343,-0.0318841860346108,-0.148996135788869,0.18109614268037,-0.00308451168149501,0.046310693999875,0.147461918383681,-0.0072518581624279,0.15774842746864,-0.202391571767226,0.0756000309682597,-0.0205509067839205,-0.188561540597314,-0.0289290656139792,0.133469877571245,0.0860927168815003,0.13462452946484,0.169795986911693,0.1201040989549,-0.2513527385191,-0.113777966065277,-0.329310666578614,0.0376902011154143,0.0362792815933112,-0.213972738891703,0.180586025387423,-0.0148987688216134,0.168159020823124,-0.0858077354510418,0.133883604150696,-0.230846895456026,-0.133093122790509,-0.144441799932928,0.0454319070196997,-0.0914916555912365,-0.234953330805412,-0.205131563064503,-0.141480725308382,0.0376487065976489,-0.10076603033343,0.0777150704759575,-0.0437360817337108,0.128916684568251,0.208669408715203,-0.00790289496997744,0.0181062110319754,-0.0942347886881249,-0.0451465133112485,-0.0077847966784062
-0.0975176694346742,0.027838005717387,-0.113850335160006,-0.145113586862352,-0.0925799120469028,-0.117945013373783,0.0655925974961396,0.126836159533681,-0.226043321784113,0.192958231001182,0.224197563046105,-0.00578678397862042,0.0557916787703359,-0.0489231643084642,0.102578117478693,0.282703163643998,0.146165499026822,0.115922062033019,0.154583586942754,-0.110715950866925,-0.00196926826641375,0.109661555443021,0.113106727190584,-0.267154270757921,0.248622659114176,-0.0729260260644365,0.0537415591932576,-0.0932828572581277,0.0766915745697501,-0.0357324113134014,-0.124666102081487,0.114734649423918,0.26272292515926,-0.132994565209227,-0.0271577615565173,-0.185467425145656,-0.0158442520732848,0.238982728494803,0.0402002537000698,-0.0857255180500682,-0.0115824738339765,0.0458945952118533,-0.201359067804015,-0.183892742697935,0.0826189052118898,-0.131169629253989,0.02129657300628,-0.0698643943635669,0.180944823153776,-0.0828949618252772,0.021864525602852,0.182974348616252,0.0156684296084045,0.235804509253072,0.0838360136987344,-0.0220970901481184,-0.132340160478216,0.0760890522755292,0.00440580861097763,0.0349906759730304,-0.0758854405490656,0.155719345385456,-0.242209004143083,0.0443036466426675,-0.0544162764916681,0.0439412783857336,0.0495255686107628,-0.304747693958755,0.0384430315045937,-0.00583408163732185
0.21283784392654,0.289323969011823,-0.0108405909453945,-0.160763961106816,0.0248378655177023,-0.0698591447911399,0.159586441714945,-0.14032721862456,0.243152767769167,0.395817340409665,0.135758643096392,-0.0376444663397478,-0.112966033110821,0.0539568707250606,-0.100915869824074,0.017702361950818,0.299133782263775,-0.243164536305432,0.200431065517931,-0.148730239435612,0.235032048435433,-0.146303030178413,0.129437226929342,-0.393452727082839,0.122528147276664,-0.0266061280345249,0.0592201201819895,-0.0205866372678474,0.176691576568954,-0.0992191534061273,-0.0165643936055453,-0.183632789321634,0.130086798173671,0.0645985574586055,-0.246454840440963,-0.251889877498593,0.0931035430764442,0.430365459781791,0.00209531432083335,-0.242874164164674,-0.0323110088866164,-0.23724434741447,-0.00678684821019164,-0.320278378800821,0.126384213677845,-0.0187979856174477,-0.109672384354806,-0.0302897673216714,-0.0425096338263937,-0.0151944161414242,0.15006222619589,-0.0696005807849864,0.155401263798965,-0.144075715483725,0.205929519023111,-0.0272187471681654,0.00458317157820224,0.253562641169405,0.235411803335713,0.0498607355770448,-0.1460951123228,0.159534472926538,-0.0720714130402427,0.111460110310991,-0.125185297193066,0.0464280293349174,-0.030457223333188,0.0158539326217496,-0.153403051695994,0.18959483180645
-0.126860158966397,0.232079161670818,-0.294089789104997,-0.236924793125008,0.107106440913984,0.0642160046763994,0.0635718762056891,-0.0407092902439609,-0.17628342134181,-0.110494387188123,-0.0577430912025975,0.239220929453733,0.300964509012512,0.0181419211356275,-0.0364879510049183,-0.0310434779081097,-0.00552141575976214,0.450774145349517,-0.0414222604687728,0.0888662612552693,0.24320898723968,0.280178009336759,0.268824713853732,-0.316433067129903,0.0533951735747523,0.0908740287322273,-0.00148581712034644,0.470000847575387,0.400147749824835,0.092000385108426,-0.0759315394932058,-0.450441490684606,-0.0768548411172352,0.311750759126566,-0.290142108073078,-0.0190920524803381,-0.482244178569599,0.380478895828516,-0.324346785337407,0.040842579903371,0.137099580886723,-0.091295239778984,-0.0895539002476645,0.414335211115613,-0.317668265204133,0.283705630189513,-0.0152142375424175,-0.151726341627136,-0.247282656291691,0.157852331999892,0.265599573068738,-0.246350774320047,0.246202535080196,0.270699620894605,0.262326823315681,0.0438383071713899,-0.0301806963960763,0.269079817513869,0.317626107925497,-0.0506903559333002,-0.0942871023514795,0.287332121837384,-0.202866299018953,-0.301123033035926,-0.166587817165153,0.290444478519218,-0.280760814458328,-0.22224073651866,-0.247416879208939,-0.073313845993472
0.0582897589590248,0.160792355617571,-0.0451010487997593,-0.0862853057764004,0.00774002675474853,0.221133367041225,0.071503126072617,-0.263113458809469,-0.0160710286886196,-0.454325094463018,-0.322770068626776,-0.222755514513685,-0.0601778465391986,0.0922272559809778,0.0205083350753249,0.160586635175436,-0.265991318873059,-0.0620286570932296,-0.138053005475571,-0.0544277885805328,-0.0484916809711023,0.0615328610306544,0.0847925120979542,-0.126313715188956,-0.163351983813056,0.0643072432580201,0.0414788053059464,0.328338996621862,0.272246935137327,-0.0179860545203646,-0.105574011631979,0.01025733314796,0.160780103019731,0.0475267083879881,0.0239643842933752,0.128207388115853,-0.10724131321684,0.0262262973516523,-0.0415743790977706,-0.0719069145087003,-0.134313319917182,0.0315406302819593,-0.110483591695681,0.586406768287101,-0.0169689165884298,0.292818890036967,0.088746822302003,-0.236499251629916,0.0139242921430921,0.287267359407597,0.138712145363918,-0.0269308046740883,-0.1127438077297,-0.0709904839921721,-0.011215894796606,-0.278138776518709,0.0198962706964821,0.0230376669290518,0.0721966339886181,-0.204914972032772,0.0740450089492655,0.248731757341198,-0.0449743351582679,-0.0898146008506079,-0.131061243332057,0.170006216377645,0.02847182770655,0.0757680285436607,-0.0533366074357792,0.261970795679047
0.032315524149992,-0.0947190150698519,0.0342261787538886,-0.0184218790023521,-0.0882330635456059,0.124099170631502,1.2183487768359e-05,0.00131894081106339,-0.00515009403630565,0.0782747808940606,-0.114256888028943,0.0359422318140538,-0.183644151463173,-0.0387841213109461,-0.0477520331381368,0.0496567476128689,0.137904054918794,0.0479181136718121,0.0511716768231106,-0.0553760497559153,0.0762493012883931,0.0963359614331237,0.154639709917381,0.0109017937647018,-0.0483720036151748,-0.032567852750747,0.00788786765573161,-0.120059163344979,0.105756683764448,-0.27166482933314,0.110389167353496,-0.112987612444857,0.0303661515161279,-0.0299590196256253,0.0707642345890199,-0.160890564194607,-0.218182972226406,0.0504150472625954,0.0196272405397242,0.0405225213016327,-0.0207383222042085,-0.185327963853073,-0.0159866973425532,-0.236688727892599,0.000601490273875123,0.0354346631866828,-0.232618049973552,0.0130284133927393,-0.0307878133493387,0.0189686284859703,0.0643855312946374,0.0965694204973189,0.10681353471089,0.0489024385400715,0.0880156735772286,-0.125977733153412,-0.0605264755248856,0.0973574883347444,-0.112269358683504,-0.0521747576686195,0.176428826840717,0.229759487314063,-0.124717877578248,0.0318090506887794,-0.0151446145635114,0.130665496109125,-0.0161091184203001,0.0341750641238813,0.0135350858705267,0.0500596989555755
0.0017381835987703,0.0544141839804947,-0.0715035664957507,-0.135864394969794,-0.0313530719224376,-0.00561744548293836,0.0668538337818994,-0.0280327119713162,-0.202305567934972,0.0938329103346171,0.0537089014777342,0.154826668982556,0.00841522223571105,-0.133927134247693,-0.266024062169164,-0.0415504502503138,0.110674398937984,0.0335511854684035,0.138457443021675,0.00671079943702556,0.00385217939882159,0.192574688887114,0.0445690709139516,0.175747022795149,-0.137600797814512,-0.0601543103923431,0.00757662249642778,-0.187751311198117,0.0488012328953992,-0.286823952537795,0.20019874027409,-0.0517015719062992,-0.101312341215923,-0.0244493715099299,-0.0461894496348458,-0.170595771708348,-0.250339765201332,0.0570218831562305,-0.0820509891917933,0.0225754880257142,0.148720884645588,0.0846267010380502,0.108421675292585,-0.139120582050735,-0.130332545771423,-0.00680573935718117,-0.068845125198815,0.122816365234986,-0.030128316966312,-0.0369896619766905,-0.0900653734559304,0.0721793340162283,0.0276962312945257,0.0333164281016531,-0.0937163068441902,-0.0843657504332047,-0.00422961833294363,-0.0763842129513453,-0.11276588377497,-0.0912395487301297,0.126285068749704,0.0814839272826843,-0.00269860479897718,0.0144535044805834,-0.0234333896500365,-0.126020646554698,0.0707563273970776,-0.0137244133176278,0.180492443455453,0.00620246982192191
0.0847895204783078,-0.0816401955536893,-0.0797051795864598,0.182723892877987,0.0322481952769514,0.207102293668731,-0.120463095058327,-0.18187964783272,0.0209425196320256,-0.0468531182011549,0.0546449589030503,-0.0502214907567878,0.0658294658120168,-0.115836968578633,-0.034779597063191,0.0999946249070459,-0.0722893529968917,-0.153592410065617,0.235666603973481,-0.246375601970698,0.00145063988373805,0.108873428178812,-0.038372726902693,0.115756749892525,0.164702305763348,0.14732533513985,0.237075791128462,-0.0365295832839366,-0.0211956263004394,0.0987618792690634,0.199113424701502,0.0150542764992303,-0.00620882775969331,0.11008486824295,-0.086442228323635,0.0672732073920182,0.166309455398648,-0.017903208138842,0.145311152149257,-0.192935564387487,0.0769922425757324,-0.0639805096415104,0.243461355547658,0.0573360642903909,0.0741657244667488,-0.0724992667378385,0.0455258930237596,0.0818015112192728,0.00234660234828886,-0.082626709234666,-0.0773782020669967,-0.00502039584652132,-0.15609716607425,0.138377981469233,-0.113570633989888,-0.0274029503567739,0.0648933031069367,-0.136238583037974,-0.0492643667291612,-0.193008858292468,0.143440879931165,-0.0920479274224623,-0.00215723651162214,0.193818168081838,0.218747328639614,-0.158920425221592,0.126070209888668,-0.0536677424720151,0.0514925880388307,0.0145536759196522
